id	type	modified	license	rightsHolder	bibliographicCitation	references	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	sex	lifeStage	occurrenceStatus	associatedMedia	associatedOccurrences	associatedReferences	occurrenceRemarks	organismID	organismRemarks	preparations	eventDate	eventTime	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	waterBody	islandGroup	island	country	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimCoordinateSystem	verbatimSRS	footprintWKT	georeferencedBy	georeferencedDate	georeferenceProtocol	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationRemarks	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
502_1574	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1574	502_1574	502_1574		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2004-12-12		2004	12	12	2004-12-12 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													37.168010	-75.987600	EPSG:4326	0.11	1e-06				POINT(-75.9876 37.16801)		2004-12-12					2004-12-12	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1143	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1143	502_1143	502_1143		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2001-06-02		2001	6	2	2001-06-02 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													37.214910	-76.012670	EPSG:4326	0.11	1e-06				POINT(-76.01267 37.21491)		2001-06-02					2001-06-02	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_791	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_791	502_791	502_791		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1992-10-22		1992	10	22	1992-10-22 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.770833	-75.950556	EPSG:4326	0.11	1e-06				POINT(-75.950556 36.770833)		1992-10-22					1992-10-22	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137092	Megaptera novaeangliae	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Megaptera		novaeangliae		Species	(Borowski, 1781)	Humpback whale	WoRMS LSID	valid	Taxon recorded as "humpback whale" by the provider
502_1225	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1225	502_1225	502_1225		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2002-03-11		2002	3	11	2002-03-11 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.672720	-75.912130	EPSG:4326	0.11	1e-06				POINT(-75.91213 36.67272)		2002-03-11					2002-03-11	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_498	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_498	502_498	502_498		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2006-08-12		2006	8	12	2006-08-12 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.673450	-75.912950	EPSG:4326	0.11	1e-06				POINT(-75.91295 36.67345)		2006-08-12					2006-08-12	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1130	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1130	502_1130	502_1130		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2001-05-17		2001	5	17	2001-05-17 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.672050	-75.911940	EPSG:4326	0.11	1e-06				POINT(-75.91194 36.67205)		2001-05-17					2001-05-17	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137117	Phocoena phocoena	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoena		phocoena		Species	(Linnaeus, 1758)	Harbor porpoise	WoRMS LSID	valid	Taxon recorded as "harbor porpoise" by the provider
502_1521	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1521	502_1521	502_1521		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2004-06-09		2004	6	9	2004-06-09 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													37.827140	-75.493900	EPSG:4326	0.11	1e-06				POINT(-75.4939 37.82714)		2004-06-09					2004-06-09	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137094	Delphinus delphis	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Delphinus		delphis		Species	Linnaeus, 1758	Short-beaked common dolphin	WoRMS LSID	valid	Taxon recorded as "common dolphin" by the provider
502_430	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_430	502_430	502_430		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2000-10-10		2000	10	10	2000-10-10 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.672330	-75.912170	EPSG:4326	0.11	1e-06				POINT(-75.91217 36.67233)		2000-10-10					2000-10-10	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_1110	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_1110	502_1110	502_1110		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1997-09-26		1997	9	26	1997-09-26 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.675556	-75.912500	EPSG:4326	0.11	1e-06				POINT(-75.9125 36.675556)		1997-09-26					1997-09-26	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137113	Kogia breviceps	Animalia	Chordata	Mammalia	Cetacea	Kogiidae	Kogia		breviceps		Species	(Blainville, 1838)	Pygmy sperm whale	WoRMS LSID	valid	Taxon recorded as "pygmy sperm whale" by the provider
502_905	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_905	502_905	502_905		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				1994-05-31		1994	5	31	1994-05-31 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													36.670556	-75.910556	EPSG:4326	0.11	1e-06				POINT(-75.910556 36.670556)		1994-05-31					1994-05-31	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137111	Tursiops truncatus	Animalia	Chordata	Mammalia	Cetacea	Delphinidae	Tursiops		truncatus		Species	(Montagu, 1821)	Common bottlenose dolphin	WoRMS LSID	valid	Taxon recorded as "bottlenose dolphin" by the provider
502_723	Event	2009-04-24 11:28:39	http://creativecommons.org/licenses/by-nc/4.0/	VAQ	[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		502	VAQ	502	Virginia Aquarium Marine Mammal Strandings 1988-2008	VAQ	HumanObservation		502_723	502_723	502_723		1			present			[{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; shore				2008-03-12		2008	3	12	2008-03-12 00:00:00				Virginia,Chesapeake Bay,Mid Atlantic													35.385500	-75.489800	EPSG:4326	0.11	1e-06				POINT(-75.4898 35.3855)		2008-03-12					2008-03-12	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137113	Kogia breviceps	Animalia	Chordata	Mammalia	Cetacea	Kogiidae	Kogia		breviceps		Species	(Blainville, 1838)	Pygmy sperm whale	WoRMS LSID	valid	Taxon recorded as "pygmy sperm whale" by the provider
