id	type	modified	license	rightsHolder	bibliographicCitation	references	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	individualCount	sex	lifeStage	occurrenceStatus	associatedMedia	associatedOccurrences	associatedReferences	occurrenceRemarks	organismID	organismRemarks	preparations	eventDate	eventTime	year	month	day	verbatimEventDate	habitat	samplingProtocol	samplingEffort	waterBody	islandGroup	island	country	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	minimumDepthInMeters	maximumDepthInMeters	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	verbatimCoordinates	verbatimCoordinateSystem	verbatimSRS	footprintWKT	georeferencedBy	georeferencedDate	georeferenceProtocol	identificationQualifier	typeStatus	identifiedBy	dateIdentified	identificationRemarks	scientificNameID	scientificName	kingdom	phylum	class	order	family	genus	subgenus	specificEpithet	infraspecificEpithet	taxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	taxonRemarks
820_59	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_59	820_59	820_59		1			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-06-28T14:13:49	22:13:49Z	2003	6	28	2003-06-28 14:13:49																	56.717000	-155.704300	EPSG:4326	0.11	1e-06				POINT(-155.7043 56.717)		2003-06-28T14:13:49					2003-06-28T14:13:49	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137091	Balaenoptera physalus	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera		physalus		Species	(Linnaeus, 1758)	Fin whale	WoRMS LSID	valid	Taxon recorded as "Balaenoptera physalus" by the provider
820_168	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_168	820_168	820_168		1			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-07-06T08:38:22	16:38:22Z	2003	7	6	2003-07-06 08:38:22																	58.921200	-151.477000	EPSG:4326	0.11	1e-06				POINT(-151.477 58.9212)		2003-07-06T08:38:22					2003-07-06T08:38:22	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:137013	Balaenoptera	Animalia	Chordata	Mammalia	Cetacea	Balaenopteridae	Balaenoptera				Genus	Lacépède, 1804	Baleen whales	WoRMS LSID	valid	Taxon recorded as "Balaenoptera sp." by the provider
820_209	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_209	820_209	820_209		4			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-07-08T14:12:18	22:12:18Z	2003	7	8	2003-07-08 14:12:18																	59.270300	-150.369800	EPSG:4326	0.11	1e-06				POINT(-150.3698 59.2703)		2003-07-08T14:12:18					2003-07-08T14:12:18	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:254987	Phocoenoides dalli	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoenoides		dalli		Species	(True, 1885)	Dall's porpoise	WoRMS LSID	valid	Taxon recorded as "Phocoenoides dalli" by the provider
820_221	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_221	820_221	820_221		3			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-07-08T21:11:56	05:11:56Z	2003	7	8	2003-07-08 21:11:56																	59.306200	-150.527700	EPSG:4326	0.11	1e-06				POINT(-150.5277 59.3062)		2003-07-08T21:11:56					2003-07-08T21:11:56	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:254987	Phocoenoides dalli	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoenoides		dalli		Species	(True, 1885)	Dall's porpoise	WoRMS LSID	valid	Taxon recorded as "Phocoenoides dalli" by the provider
820_10	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_10	820_10	820_10		6			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-06-27T13:14:28	21:14:28Z	2003	6	27	2003-06-27 13:14:28																	56.549500	-156.434500	EPSG:4326	0.11	1e-06				POINT(-156.4345 56.5495)		2003-06-27T13:14:28					2003-06-27T13:14:28	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:254987	Phocoenoides dalli	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoenoides		dalli		Species	(True, 1885)	Dall's porpoise	WoRMS LSID	valid	Taxon recorded as "Phocoenoides dalli" by the provider
820_315	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_315	820_315	820_315		3			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-07-12T08:08:07	16:08:07Z	2003	7	12	2003-07-12 08:08:07																	59.292500	-147.495000	EPSG:4326	0.11	1e-06				POINT(-147.495 59.2925)		2003-07-12T08:08:07					2003-07-12T08:08:07	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:254987	Phocoenoides dalli	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoenoides		dalli		Species	(True, 1885)	Dall's porpoise	WoRMS LSID	valid	Taxon recorded as "Phocoenoides dalli" by the provider
820_347	Event	2012-02-22 18:27:32	http://creativecommons.org/licenses/by-nc/4.0/	NOAA;NMFS;AFSC;NMML	[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach. 2009. OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions. Oceanography 22(2):104-115		820	NOAA;NMFS;AFSC;NMML	820	NMML Gulf of Alaska marine mammal survey 2003	NOAA;NMFS;AFSC;NMML	HumanObservation		820_347	820_347	820_347		5			present			[{"crossref":{"citeinfo":{"origin":"Waite, J.M","pubdate":"2003","title_html":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","title":"Nationl Marine Mammal Laboratory (NMML) Cetacean Assessment and Ecology Program: Cetacean Survey","serinfo":{"sername":"NOAA AFSC Quarterly Research Reports July-Sept 2003"},"onlink":"http:\/\/www.afsc.noaa.gov\/Quarterly\/jas2003\/divrptsNMML2.htm"}}},{"crossref":{"citeinfo":{"origin":"Halpin, P.N., A.J. Read, E. Fujioka, B.D. Best, B. Donnelly, L.J. Hazen, C. Kot, K. Urian, E. LaBrecque, A. Dimatteo, J. Cleary, C. Good, L.B. Crowder, and K.D. Hyrenbach","pubdate":"2009","title_html":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","title":"OBIS-SEAMAP: The world data center for marine mammal, sea bird, and sea turtle distributions","serinfo":{"sername":"Oceanography","issue":"22(2):104-115"},"onlink":"http:\/\/www.tos.org\/oceanography\/article\/obis-seamap-the-world-data-center-for-marine-mammal-sea-bird-and-sea-turtle"}}}]	Visual; boat				2003-07-13T08:47:00	16:47:00Z	2003	7	13	2003-07-13 08:47:00																	59.982800	-147.023500	EPSG:4326	0.11	1e-06				POINT(-147.0235 59.9828)		2003-07-13T08:47:00					2003-07-13T08:47:00	Identification Type:Visual sighting	urn:lsid:marinespecies.org:taxname:254987	Phocoenoides dalli	Animalia	Chordata	Mammalia	Cetacea	Phocoenidae	Phocoenoides		dalli		Species	(True, 1885)	Dall's porpoise	WoRMS LSID	valid	Taxon recorded as "Phocoenoides dalli" by the provider
